name,city,address,region,is_active,latitude,longitude,source_url,banki_office_id
Сбербанк — Дополнительный офис №8644/0262,Алейск,"Алтайский край, г Алейск, ул Советская, д 102",Алтайский край,true,52.494038,82.777315,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/aleysk/,13290894
Сбербанк — Дополнительный офис №8644/0591,Алексеевка,"Алтайский край, Благовещенский р-н, с Алексеевка, ул Центральная, зд 12",Алтайский край,true,52.891913,80.539005,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/alekseevka_(blagovesschenskiy_r-n)/,13291063
Сбербанк — Дополнительный офис №8644/0396,Аллак,"Алтайский край, Каменский р-н, с Аллак, ул Тамбовская, влд 4",Алтайский край,true,53.79847,81.529056,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/allak/,13290965
Сбербанк — Дополнительный офис №8644/0564,Алтайское,"Алтайский край, с Алтайское, ул Ключевая, влд 45А",Алтайский край,true,51.95169,85.338333,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/altayskoe/,13291049
Сбербанк — Дополнительный офис №8644/0770,Анисимово,"Алтайский край, Тальменский р-н, с Анисимово, ул Тальменская, зд 13",Алтайский край,true,54.022821,83.62227,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/anisimovo/,13291158
Сбербанк — Дополнительный офис №8644/0582,Антоньевка,"Алтайский край, Петропавловский р-н, с Антоньевка, ул Советская, влд 20",Алтайский край,true,51.995233,83.973743,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/anton~evka/,13291059
Сбербанк — Дополнительный офис №8644/0411,Баево,"Алтайский край, с Баево, ул Ленина, зд 50А",Алтайский край,true,53.26583,80.774602,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/baevo/,13290970
Сбербанк — Дополнительный офис №8644/0703,Барановка,"Алтайский край, Змеиногорский р-н, с Барановка, ул Центральная, зд 51",Алтайский край,true,51.053724,82.209808,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/baranovka/,13291117
Сбербанк — Дополнительный офис №8644/0104,Барнаул,"г Барнаул, ул Германа Титова, д 17",Алтайский край,true,53.382352,83.72372,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290848
Сбербанк — Дополнительный офис №8644/0118,Барнаул,"г Барнаул, ул Новосибирская, д 32",Алтайский край,true,53.305935,83.613278,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290849
Сбербанк — Дополнительный офис №8644/0128,Барнаул,"г Барнаул, ул Малахова, д 64Б",Алтайский край,true,53.365571,83.702692,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290850
Сбербанк — Дополнительный офис №8644/0130,Барнаул,"г Барнаул, ул Северо-Западная, д 54",Алтайский край,true,53.371784,83.744958,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290851
Сбербанк — Дополнительный офис №8644/0136,Барнаул,"г Барнаул, ул Георгиева, д 14В",Алтайский край,true,53.351205,83.682998,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290852
Сбербанк — Дополнительный офис №8644/0137,Барнаул,"г Барнаул, ул Юрина, зд 305А",Алтайский край,true,53.373494,83.667436,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290853
Сбербанк — Дополнительный офис №8644/0138,Барнаул,"г Барнаул, ул Малахова, д 77",Алтайский край,true,53.35861,83.702815,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290854
Сбербанк — Дополнительный офис №8644/0142,Барнаул,"г Барнаул, ул Малахова, д 128",Алтайский край,true,53.344288,83.694792,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290855
Сбербанк — Дополнительный офис №8644/0148,Барнаул,"г Барнаул, тракт Павловский, д 132",Алтайский край,true,53.344218,83.682987,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290856
Сбербанк — Дополнительный офис №8644/0152,Барнаул,"г Барнаул, ул Юрина, д 202В",Алтайский край,true,53.370682,83.687582,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290857
Сбербанк — Дополнительный офис №8644/0153,Барнаул,"г Барнаул, ул Балтийская, д 39",Алтайский край,true,53.334564,83.682112,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290858
Сбербанк — Дополнительный офис №8644/0160,Барнаул,"г Барнаул, пр-кт Ленина, д 96Е",Алтайский край,true,53.35964,83.765148,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290859
Сбербанк — Дополнительный офис №8644/0162,Барнаул,"г Барнаул, ул Георгия Исакова, д 270",Алтайский край,true,53.368278,83.665219,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290860
Сбербанк — Дополнительный офис №8644/0172,Барнаул,"г Барнаул, пр-кт Красноармейский, влд 58А/1",Алтайский край,true,53.33748,83.77517,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290864
Сбербанк — Дополнительный офис №8644/0176,Барнаул,"г Барнаул, пр-кт Ленина, д 20",Алтайский край,true,53.336236,83.790216,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290866
Сбербанк — Дополнительный офис №8644/0182,Барнаул,"г Барнаул, рп Южный, ул Чайковского, д 29",Алтайский край,true,53.253338,83.690446,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290867
Сбербанк — Дополнительный офис №8644/0187,Барнаул,"г Барнаул, ул Северо-Западная, д 159",Алтайский край,true,53.35845,83.725558,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290868
Сбербанк — Дополнительный офис №8644/0192,Барнаул,"г Барнаул, пр-кт Строителей, д 10",Алтайский край,true,53.352765,83.765266,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13290869
Сбербанк — Дополнительный офис №8644/0784,Барнаул,"г Барнаул, ул Попова, д 113",Алтайский край,true,53.3418,83.671378,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13291164
Сбербанк — Дополнительный офис №8644/0794,Барнаул,"г Барнаул, пр-кт Комсомольский, д 106А",Алтайский край,true,53.349201,83.78493,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13291166
Сбербанк — Дополнительный офис №8644/0801,Барнаул,"г Барнаул, тракт Павловский, д 297",Алтайский край,true,53.344996,83.65676,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13291169
Сбербанк — СберПервый,Барнаул,"г Барнаул, пр-кт Красноармейский, д 15",Алтайский край,true,53.32735,83.784922,https://www.banki.ru/banks/bank/sberbank/branches/barnaul/,13326641
Сбербанк — Дополнительный офис №8644/0213,Бастан,"Алтайский край, Михайловский р-н, с Бастан, ул Ленина, зд 101",Алтайский край,true,51.859528,79.47045,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/bastan/,13290879
Сбербанк — Дополнительный офис №8644/0256,Безрукавка,"Алтайский край, Рубцовский р-н, с Безрукавка, ул Центральная, влд 11",Алтайский край,true,51.583784,81.282388,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/bezrukavka/,13290892
Сбербанк — Дополнительный офис №8644/0323,Белоглазово,"Алтайский край, Шипуновский р-н, с Белоглазово, ул Школьная, д 35",Алтайский край,true,52.116032,82.565254,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/beloglazovo/,13290928
Сбербанк — Дополнительный офис №8644/0549,Белокуриха,"Алтайский край, г Белокуриха, ул Академика Мясникова, влд 6",Алтайский край,true,51.992851,84.97718,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/belokuriha/,13291042
Сбербанк — Дополнительный офис №8644/0459,Березовка,"Алтайский край, Краснощековский р-н, с Березовка, ул Гагарина, влд 11",Алтайский край,true,51.845214,82.957379,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/berezovka_(krasnosschekovskiy_r-n)/,13290999
Сбербанк — Дополнительный офис №8644/0758,Березовка,"Алтайский край, Первомайский р-н, с Березовка, ул 40 лет Победы, влд 44",Алтайский край,true,53.406487,83.998983,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/berezovka_(pervomayskiy_r-n)/,13291148
Сбербанк — Дополнительный офис №8644/0334,Бийск,"Алтайский край, г Бийск, ул Владимира Ленина, д 244",Алтайский край,true,52.542814,85.221386,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/biysk/,13290933
Сбербанк — Дополнительный офис №8644/0347,Бийск,"Алтайский край, г Бийск, ул Михаила Митрофанова, влд 12",Алтайский край,true,52.532907,85.181255,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/biysk/,13290943
Сбербанк — Дополнительный офис №8644/0350,Бийск,"Алтайский край, г Бийск, ул Социалистическая, влд 34/1",Алтайский край,true,52.495255,85.141406,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/biysk/,13290945
Сбербанк — Дополнительный офис №8644/0384,Бийск,"Алтайский край, г Бийск, ул Советская, д 219",Алтайский край,true,52.512408,85.170851,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/biysk/,13290959
Сбербанк — Дополнительный офис №8644/0386,Бийск,"Алтайский край, г Бийск, ул Ленинградская, д 107",Алтайский край,true,52.513505,85.136742,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/biysk/,13290960
Сбербанк — Дополнительный офис №8644/0788,Бийск,"Алтайский край, г Бийск, ул Владимира Ленина, зд 153",Алтайский край,true,52.536052,85.205015,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/biysk/,13291165
Сбербанк — СберПервый,Бийск,"Алтайский край, г Бийск, ул Владимира Ленина, зд 153",Алтайский край,true,52.5361,85.205169,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/biysk/,13326642
Сбербанк — Дополнительный офис №8644/0587,Благовещенка,"Алтайский край, рп Благовещенка, ул Советская, д 36",Алтайский край,true,52.831005,79.868685,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/blagovesschenka/,13291061
Сбербанк — Дополнительный офис №8644/0316,Бобровка,"Алтайский край, Шипуновский р-н, с Бобровка, ул Молодежная, зд 24",Алтайский край,true,52.417592,82.131951,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/bobrovka_(shipunovskiy_r-n)/,13290924
Сбербанк — Дополнительный офис №8644/0759,Бобровка,"Алтайский край, Первомайский р-н, с Бобровка, ул Ленина, стр 36",Алтайский край,true,53.168484,83.893482,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/bobrovka_(pervomayskiy_r-n)/,13291149
Сбербанк — Дополнительный офис №8644/0519,Большеромановка,"Алтайский край, Табунский р-н, с Большеромановка, ул Ленина, влд 46",Алтайский край,true,52.994423,78.858463,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/bol~ssheromanovka/,13291022
Сбербанк — Дополнительный офис №8644/0753,Боровиха,"Алтайский край, Первомайский р-н, с Боровиха, ул Кооперативная, д 7",Алтайский край,true,53.505544,83.841454,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/boroviha/,13291143
Сбербанк — Дополнительный офис №8644/0739,Боровлянка,"Алтайский край, Троицкий р-н, с Боровлянка, ул Фефелова, зд 53",Алтайский край,true,52.635012,84.441321,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/borovlyanka_(troitsskiy_r-n)/,13291139
Сбербанк — Дополнительный офис №8644/0275,Боровское,"Алтайский край, Алейский р-н, с Боровское, ул Кирова, д 71",Алтайский край,true,52.652203,82.181646,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/borovskoe/,13290897
Сбербанк — Дополнительный офис №8644/0301,Буканское,"Алтайский край, Мамонтовский р-н, с Буканское, ул Победы, д 48, кв 1",Алтайский край,true,52.800411,81.803914,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/bukanskoe/,13290914
Сбербанк — Дополнительный офис №8644/0339,Буланиха,"Алтайский край, Зональный р-н, с Буланиха, ул Советская, д 38",Алтайский край,true,52.798729,84.923763,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/bulaniha_(zonal~nyiy_r-n)/,13290936
Сбербанк — Дополнительный офис №8644/0170,Бураново,"Алтайский край, Калманский р-н, с Бураново, ул Ерушева, влд 17",Алтайский край,true,53.044076,83.602601,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/buranovo_(kalmanskiy_r-n)/,13290863
Сбербанк — Дополнительный офис №8644/0524,Бурла,"Алтайский край, с Бурла, ул Ленина, д 7",Алтайский край,true,53.336514,78.328555,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/burla/,13291025
Сбербанк — Дополнительный офис №8644/0422,Буян,"Алтайский край, Крутихинский р-н, с Буян, ул Целинная, влд 49А",Алтайский край,true,53.820497,81.010232,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/buyan/,13290978
Сбербанк — Дополнительный офис №8644/0572,Быстрый Исток,"Алтайский край, с Быстрый Исток, ул Ленина, влд 54А",Алтайский край,true,52.372651,84.395761,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/byistryiy_istok/,13291053
Сбербанк — Дополнительный офис №8644/0348,Быстрянка,"Алтайский край, Красногорский р-н, с Быстрянка, пер Мартовский, влд 6",Алтайский край,true,52.285913,85.831348,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/byistryanka/,13290944
Сбербанк — Дополнительный офис №8644/0371,Верх-Катунское,"Алтайский край, Бийский р-н, с Верх-Катунское, ул Ленина, влд 23Б",Алтайский край,true,52.448747,85.432921,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/verh-katunskoe/,13290953
Сбербанк — Дополнительный офис №8644/0675,Верх-Кучук,"Алтайский край, Шелаболихинский р-н, с Верх-Кучук, ул Центральная, д 34",Алтайский край,true,53.354089,82.238276,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/verh-kuchuk/,13291102
Сбербанк — Дополнительный офис №8644/0593,Верх-Суетка,"Алтайский край, с Верх-Суетка, ул Ленина, зд 81",Алтайский край,true,53.303167,80.045066,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/verh-suetka/,13291065
Сбербанк — Дополнительный офис №8644/0251,Веселоярск,"Алтайский край, Рубцовский р-н, с Веселоярск, пер Центральный, влд 1",Алтайский край,true,51.282518,81.109085,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/veseloyarsk/,13290889
Сбербанк — Дополнительный офис №8644/0360,Воеводское,"Алтайский край, Целинный р-н, с Воеводское, пер Магистральный, д 6 литера б",Алтайский край,true,52.789458,85.603296,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/voevodskoe/,13290951
Сбербанк — Дополнительный офис №8644/0245,Волчиха,"Алтайский край, с Волчиха, ул Ленина, д 260",Алтайский край,true,52.01373,80.359584,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/volchiha/,13290887
Сбербанк — Дополнительный офис №8644/0424,Волчно-Бурлинское,"Алтайский край, Крутихинский р-н, с Волчно-Бурлинское, ул Бурлинская, влд 19Б",Алтайский край,true,54.054315,80.771336,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/volchno-burlinskoe/,13290980
Сбербанк — Дополнительный офис №8644/0731,Вторая Каменка,"Алтайский край, Локтевский р-н, с Вторая Каменка, ул Трибунского, влд 59",Алтайский край,true,51.054087,81.755234,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/vtoraya_kamenka/,13291134
Сбербанк — Дополнительный офис №8644/0413,Вылково,"Алтайский край, Тюменцевский р-н, с Вылково, пер Центральный, влд 6",Алтайский край,true,53.078148,81.422533,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/vyilkovo/,13806316
Сбербанк — Дополнительный офис №8644/0479,Вяткино,"Алтайский край, Усть-Пристанский р-н, с Вяткино, ул Садовая, д 2А",Алтайский край,true,52.520583,83.623664,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/vyatkino/,13291006
Сбербанк — Дополнительный офис №8644/0488,Гальбштадт,"Алтайский край, с Гальбштадт, ул Первомайская, влд 41",Алтайский край,true,53.226822,78.989722,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/gal~bsshtadt/,13291010
Сбербанк — Дополнительный офис №8644/0617,Гилевка,"Алтайский край, Завьяловский р-н, с Гилевка, ул Центральная, влд 9",Алтайский край,true,52.862233,81.102545,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/gilevka/,13291076
Сбербанк — Дополнительный офис №8644/0723,Гилево,"Алтайский край, Локтевский р-н, с Гилево, ул Мира, д 39",Алтайский край,true,51.131389,81.786684,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/gilevo/,13291128
Сбербанк — Дополнительный офис №8644/0618,Глубокое,"Алтайский край, Завьяловский р-н, с Глубокое, ул Центральная, д 13, кв 2",Алтайский край,true,52.989573,80.68767,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/glubokoe/,13291077
Сбербанк — Дополнительный офис №8644/0635,Глядень,"Алтайский край, Благовещенский р-н, с Глядень, ул Центральная, д 35",Алтайский край,true,52.762353,80.259274,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/glyaden~/,13291084
Сбербанк — Дополнительный офис №8644/0644,Голуха,"Алтайский край, Заринский р-н, ст Голуха, ул Озерная, д 3",Алтайский край,true,53.844237,85.433628,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/goluha/,13291087
Сбербанк — Дополнительный офис №8644/0394,Гонохово,"Алтайский край, Каменский р-н, с Гонохово, ул Советская, влд 47",Алтайский край,true,53.643029,81.532434,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/gonohovo_(kamenskiy_r-n)/,13290964
Сбербанк — Дополнительный офис №8644/0620,Гонохово,"Алтайский край, Завьяловский р-н, с Гонохово, ул Центральная, д 104",Алтайский край,true,52.939225,81.294247,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/gonohovo_(zav~yalovskiy_r-n)/,13291079
Сбербанк — Дополнительный офис №8644/0740,Гордеевский,"Алтайский край, Троицкий р-н, п Гордеевский, ул Центральная, д 35",Алтайский край,true,53.109056,84.677228,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/gordeevskiy/,13291140
Сбербанк — Дополнительный офис №8644/0717,Горняк,"Алтайский край, г Горняк, ул Миронова, влд 101А",Алтайский край,true,51.005878,81.466163,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/gornyak/,13291125
Сбербанк — Дополнительный офис №8644/0315,Горьковское,"Алтайский край, Шипуновский р-н, с Горьковское, ул Октябрьская, влд 33",Алтайский край,true,52.074207,82.129113,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/gor~kovskoe/,13290923
Сбербанк — Дополнительный офис №8644/0517,Дегтярка,"Алтайский край, Немецкий национальный р-н, с Дегтярка, ул Ленина, д 57",Алтайский край,true,53.345091,79.358142,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/degtyarka/,13291021
Сбербанк — Дополнительный офис №8644/0657,Дмитро-Титово,"Алтайский край, Кытмановский р-н, с Дмитро-Титово, ул Партизанская, д 2",Алтайский край,true,53.585746,85.239403,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/dmitro-titovo/,13291091
Сбербанк — Дополнительный офис №8644/0420,Долганка,"Алтайский край, Крутихинский р-н, с Долганка, ул Гагарина, влд 4",Алтайский край,true,54.132577,81.044909,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/dolganka/,13290976
Сбербанк — Дополнительный офис №8644/0273,Дружба,"Алтайский край, Алейский р-н, с Дружба, ул Пионерская, д 36",Алтайский край,true,52.578808,82.503833,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/druzhba_(aleyskiy_r-n)/,13290896
Сбербанк — Дополнительный офис №8644/0712,Екатерининское,"Алтайский край, Третьяковский р-н, с Екатерининское, ул Титова, д 49",Алтайский край,true,50.913433,82.016841,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/ekaterininskoe/,13291121
Сбербанк — Дополнительный офис №8644/0359,Еланда,"Алтайский край, Целинный р-н, с Еланда, ул Коммунистическая, зд 12",Алтайский край,true,53.189747,85.714847,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/elanda/,13290950
Сбербанк — Дополнительный офис №8644/0365,Ельцовка,"Алтайский край, с Ельцовка, ул им Рыжакова, д 22",Алтайский край,true,53.253227,86.263924,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/el~tssovka/,13290952
Сбербанк — Дополнительный офис №8644/0378,Енисейское,"Алтайский край, Бийский р-н, с Енисейское, ул В.Максимовой, д 20 литера а",Алтайский край,true,52.577895,85.496816,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/eniseyskoe/,13290958
Сбербанк — Дополнительный офис №8644/0756,Жилино,"Алтайский край, Первомайский р-н, с Жилино, ул Ленина, д 62",Алтайский край,true,53.405864,84.30768,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zhilino/,13291146
Сбербанк — Дополнительный офис №8644/0738,Заводское,"Алтайский край, Троицкий р-н, с Заводское, ул 50 лет Октября, влд 1А",Алтайский край,true,53.073471,84.433579,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zavodskoe/,13291138
Сбербанк — Дополнительный офис №8644/0616,Завьялово,"Алтайский край, с Завьялово, ул Парфенова, влд 2А",Алтайский край,true,52.838767,80.918144,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zav~yalovo/,13291075
Сбербанк — Дополнительный офис №8644/0769,Зайцево,"Алтайский край, Тальменский р-н, с Зайцево, ул Молодежная, д 6",Алтайский край,true,53.689641,83.330726,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zaytssevo/,13291157
Сбербанк — Дополнительный офис №8644/0627,Закладное,"Алтайский край, Романовский р-н, с Закладное, ул Юбилейная, влд 2А",Алтайский край,true,52.58656,80.99624,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zakladnoe/,13291083
Сбербанк — Дополнительный офис №8644/0421,Заковряшино,"Алтайский край, Крутихинский р-н, с Заковряшино, ул Садовая, д 4",Алтайский край,true,53.894426,81.195341,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zakovryasshino/,13290977
Сбербанк — Дополнительный офис №8644/0654,Залесово,"Алтайский край, с Залесово, ул Партизанская, влд 24Б",Алтайский край,true,53.993029,84.745288,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zalesovo/,13291090
Сбербанк — Дополнительный офис №8644/0636,Заринск,"Алтайский край, г Заринск, пр-кт Строителей, влд 18",Алтайский край,true,53.70389,84.927952,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zarinsk/,13291085
Сбербанк — Дополнительный офис №8644/0253,Зеленая Дубрава,"Алтайский край, Рубцовский р-н, п Зеленая Дубрава, ул Школьная, влд 19",Алтайский край,true,51.457185,81.185358,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zelenaya_dubrava_(rubtssovskiy_r-n)/,13290891
Сбербанк — Дополнительный офис №8644/0199,Зеленая Поляна,"Алтайский край, Ключевский р-н, с Зеленая Поляна, пер Школьный, д 2",Алтайский край,true,52.400456,79.632343,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zelenaya_polyana_(klyuchevskiy_r-n)/,13290871
Сбербанк — Дополнительный офис №8644/0585,Зеленый Дол,"Алтайский край, Петропавловский р-н, с Зеленый Дол, ул Фрунзе, влд 5",Алтайский край,true,52.122704,84.133991,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zelenyiy_dol/,13291060
Сбербанк — Дополнительный офис №8644/0317,Зеркалы,"Алтайский край, Шипуновский р-н, с Зеркалы, ул Центр Села, влд 4",Алтайский край,true,52.48506,81.836707,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zerkalyi/,13290925
Сбербанк — Дополнительный офис №8644/0169,Зимари,"Алтайский край, Калманский р-н, с Зимари, ул Центральная, влд 52",Алтайский край,true,53.183867,83.465624,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zimari/,13290862
Сбербанк — Дополнительный офис №8644/0532,Златополь,"Алтайский край, Кулундинский р-н, с Златополь, ул Партизанская, влд 13",Алтайский край,true,52.628669,79.26043,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zlatopol~/,13291031
Сбербанк — Дополнительный офис №8644/0699,Змеиногорск,"Алтайский край, г Змеиногорск, ул Ленина, д 31",Алтайский край,true,51.160851,82.186901,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zmeinogorsk/,13291115
Сбербанк — Дополнительный офис №8644/0338,Зональное,"Алтайский край, с Зональное, ул Торговая, д 7",Алтайский край,true,52.669025,84.932593,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zonal~noe/,13290935
Сбербанк — Дополнительный офис №8644/0754,Зудилово,"Алтайский край, Первомайский р-н, с Зудилово, ул Новая, д 17",Алтайский край,true,53.479321,83.878429,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zudilovo_(pervomayskiy_r-n)/,13291144
Сбербанк — Дополнительный офис №8644/0541,Зятькова Речка,"Алтайский край, Хабарский р-н, с Зятькова Речка, ул Юбилейная, д 16",Алтайский край,true,53.473471,79.945683,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/zyat~kova_rechka/,13291036
Сбербанк — Дополнительный офис №8644/0435,Ивановка,"Алтайский край, Курьинский р-н, с Ивановка, ул Центральная, д 39/5",Алтайский край,true,51.570568,82.026232,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/ivanovka_(kur~inskiy_r-n)/,13290984
Сбербанк — Дополнительный офис №8644/0270,Кабаково,"Алтайский край, Алейский р-н, с Кабаково, ул Советская, д 13",Алтайский край,true,52.311217,82.497086,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/kabakovo/,13290895
Сбербанк — Дополнительный офис №8644/0294,Кабаново,"Алтайский край, Усть-Калманский р-н, с Кабаново, ул Молодежная, д 17",Алтайский край,true,52.042937,83.109372,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/kabanovo/,13290908
Сбербанк — Дополнительный офис №8644/0303,Кадниково,"Алтайский край, Мамонтовский р-н, с Кадниково, ул Партизанская, влд 73",Алтайский край,true,52.864421,81.919029,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/kadnikovo/,13290916
Сбербанк — Дополнительный офис №8644/0200,Каип,"Алтайский край, Ключевский р-н, с Каип, ул Центральная, влд 24",Алтайский край,true,52.248728,79.786632,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/kaip/,13290872
Сбербанк — Дополнительный офис №8644/0173,Калманка,"Алтайский край, с Калманка, ул Ленина, д 19",Алтайский край,true,52.8968,83.543093,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/kalmanka/,13290865
Сбербанк — Дополнительный офис №8644/0458,Калмыцкие Мысы,"Алтайский край, Поспелихинский р-н, с Калмыцкие Мысы, ул Трактовая, зд 8",Алтайский край,true,51.892572,82.269232,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/kalmyitsskie_myisyi/,13290998
Сбербанк — Дополнительный офис №8644/0393,Камень-на-Оби,"Алтайский край, г Камень-на-Оби, ул Ленина, д 72Б",Алтайский край,true,53.797312,81.348752,https://www.banki.ru/banks/bank/sberbank/branches/altayskiy_kray/kamen~-na-obi/,13290963
